date,description,death_date
2024-01-07,"Na floresta próxima de Ringsted, na Dinamarca, São Canuto Lavard , que, sendo duque de Schleswig, governou com prudência e bondade o principado e fomentou a piedade do seu povo, mas foi assassinado pelos inimigos que invejavam a sua autoridade.",(† 1137)
2024-01-07,"Em Palermo, na Sicília, hoje região da Itália, o passamento do Beato Mateus Guimerá , bispo de Agrigento, da Ordem dos Menores, singularmente dedicado ao culto e à exaltação do Santíssimo Nome de Jesus.",(† 1451)
2024-01-07,"Em Suzuta, no Japão, o Beato Ambrósio Fernandes , mártir, que partiu para o Oriente à procura de comércio e lucro, mas, conquistado pelo fervor da vida cristã foi admitido como religioso na Companhia de Jesus e, depois de ter padecido muitas privações, morreu por Cristo no cárcere.",(† 1620)
2024-01-07,"Em An Bai, localidade do Tonquim, hoje Vietnam, São José Tuân , mártir, que, sendo pai de família e agricultor, morreu degolado no tempo do imperador Tu Duc, por se ajoelhar e orar diante duma cruz, em vez de a calcar aos pés como lhe tinha sido ordenado.",(† 1862)
2024-01-07,"Em Liège, na Bélgica, a Beata Maria Teresa do Sagrado Coração (Joana Haze), virgem, que fundou a Congregação das Filhas da Cruz, destinada ao serviço dos mais débeis e dos pobres.",(† 1876)
2024-01-08,"Em Hierápolis, na Frígia, na actual Turquia, Santo Apolinário , bispo, que, no tempo do imperador Marco Aurélio, resplandeceu pela sua doutrina e santidade.",(† s. II)
2024-01-08,"Na Líbia, os santos mártires Teófilo , diácono, e Eládio , de quem se diz que, depois de dilacerados com pontas agudíssimas, foram finalmente lançados ao fogo.",(† s.c. III)
2024-01-08,"Em Beauvais, na Gália Bélgica, hoje  na França, os santos Luciano , Maximiano e Julião , mártires.",(† c. 290)
2024-01-08,"Em Metz, também na Gália Bélgica, São Paciente , bispo.",(† s. IV)
2024-01-08,"No Nórico, junto ao Danúbio, actualmente na Áustria, São Severino , presbítero e monge, que, tendo chegado a esta região depois da morte de Átila, chefe dos Hunos, defendeu as populações indefesas, aplacou os mais ferozes, converteu os infiéis, edificou mosteiros e instruiu os mais necessitados de formação religiosa.",(† c. 482)
2024-01-08,"Em Pavia, na Ligúria, região da Itália, São Máximo , bispo.",(† c. 514)
2024-01-08,"No mosteiro de Coziba, na Palestina, São Jorge , monge e eremita, que vivia recluso toda a semana e orava ao Domingo com os irmãos, com os quais falava sobre as realidades espirituais e a todos dava conselho.",(† c. 614)
2024-01-08,"Na região de Aberdeen, na Escócia, São Natalano , célebre pela sua caridade para com os pobres.",(† c. 678)
2024-01-08,"Em Ratisbona, cidade da Baviera, actual região da Alemanha, Santo Erardo , natural da Escócia, o qual, no desejo ardente de propagar o Evangelho, partiu para esta região, onde exerceu o ministério episcopal.",(† 707)
2024-01-08,"Em Moorsel, no Brabante, na actual Bélgica, Santa Gudélia , virgem, que em sua casa se consagrou às obras de caridade e à oração.",(† c. 712)
2024-01-08,"Em Cashel, na Irlanda, Santo Alberto , bispo, natural da Inglaterra, que durante muito tempo foi peregrino por amor de Cristo.",(† s. c. VIII)
2024-01-08,"Em Veneza, na Itália, São Lourenço Justiniano , bispo, que ilustrou esta Igreja com a doutrina da sabedoria eterna.",(† 1456)
2024-01-08,"Em Newcastle-on-Tyne, na Inglaterra, o Beato Eduardo Waterson , presbítero e mártir, que, no reinado de Isabel I, por ter chegado à Inglaterra para exercer o ministério sacerdotal, foi condenado à morte e enforcado no patíbulo.",(† 1593)
2024-01-08,"Em Marola, localidade da província de Vicenza, na Itália, a Beata Eurósia Fabris Barban , mãe de família, membro da Ordem Terceira Franciscana.",(† 1932)
2024-01-09,"Em Ancona, no Piceno, hoje nas Marcas, região da Itália, São Marcelino , bispo, que, como escreve o papa São Gregório Magno, com o poder divino salvou do incêndio esta cidade.",(† s. VI)
2024-01-09,"Em Cantuária, na Inglaterra, Santo Adrião , abade, natural da África, que, vindo de Nápoles, na Campânia, chegou à Inglaterra e, pela sua profunda formação em ciências sagradas e profanas, ensinou a um grande número de discípulos a ciência da salvação.",(† 710)
2024-01-09,"Na Escócia, São Felano , abade do mosteiro de Santo André, que, insigne pela vida de grande austeridade, viveu na solidão.",(† c. 710)
2024-01-09,"No monte Olimpo, na Bitínia, na actual Turquia, Santo Eustrácio o Taumaturgo, abade do mosteiro de Abgar.",(† s. IX)
2024-01-09,"Em Thénézay, no território de Poitiers, na Aquitânia, actualmente na França, Santo Honorato de Buzançais , mártir, que era negociante de gado e com o seu lucro socorria os pobres; e, ao repreender dois seus empregados pelos furtos que faziam, foi por eles barbaramente assassinado.",(† 1250)
2024-01-09,"Em Certaldo, na Etrúria, na actual Toscana, região da Itália, a Beata Júlia della Rena , da Ordem Terceira de Santo Agostinho, que viveu reclusa só para Deus numa pequena cela junto da igreja.",(† 1367)
2024-01-09,"Em Ancona, no Piceno, hoje nas Marcas, região da Itália, o Beato António Fatáti , bispo, que exerceu com grande prudência e serenidade todas as missões que lhe foram confiadas pelos Pontífices Romanos, e foi sempre austero para consigo, mas magnânimo para com os pobres.",(† 1484)
2024-01-09,"Em Nancy, na França, a Beata Maria Teresa de Jesus (Alice Le Clerc), virgem, que, fundou com São Pedro Fourier a Congregação das Canonisas Regulares de Nossa Senhora, sob a Regra de Santo Agostinho, destinada à formação das jovens.",(† 1622)
2024-01-09,"Em Seul, Coreia, as santas mártires Agueda Yi , virgem, cujos pais receberam também a coroa do martírio, e Teresa Kim , viúva, que, depois de cruelmente flageladas no cárcere pela sua fé em Cristo, ambas morreram degoladas.",(† 1840)
2024-01-09,"Perto de Munique, cidade da Baviera, na Alemanha, no campo de concentração de Dachau, os beatos José Pawlowski e Casimiro Grelewski , presbíteros e mártires, que, em tempo da guerra, deportados da Polónia invadida pelos perseguidores, terminaram o seu martírio com o suplício da forca.",(† 1942)
2024-01-10,"Beato Gonçalo de Amarante , presbítero de Braga, que, depois de longa peregrinação à Terra Santa, entrou na Ordem dos Pregadores e finalmente se retirou para um ermo; fez construir uma ponte e ajudou muito os habitantes do lugar com a sua oração e pregação.",(† c. 1259)
2024-01-10,"Em Roma, no cemitério de Calisto, junto à Via Ápia, São Milcíades , papa, oriundo da África, que conheceu a paz da Igreja restabelecida pelo imperador Constantino e, sendo vítima dos ataques dos donatistas, actuou com grande prudência para alcançar a concórdia.",(† 314)
2024-01-10,"Na Tebaida, região do Egipto, São Paulo , eremita, que abraçou a vida monástica desde os seus princípios.",(† s. IV)
2024-01-10,"Em Nissa, na Capadócia, hoje Vedsehir, na actual Turquia, São Gregório , bispo, irmão de São Basílio Magno, insigne pela sua vida e doutrina, que, por ter proclamado a verdadeira fé, foi expulso da sua cidade no tempo do imperador ariano Valente.",(† a. 400)
2024-01-10,"Em Jerusalém, São João , bispo, que, em tempo da controvérsia sobre a verdadeira doutrina, trabalhou arduamente pela fé católica e pela paz da Igreja.",(† 417)
2024-01-10,"Em Die, no território de Vienne, actualmente na França, São Petrónio , bispo, que anteriormente seguira a vida monástica na ilha de Lérins.",(† d. 463)
2024-01-10,"Em Constantinopla, hoje Istambul, na Turquia, São Marciano , presbítero, que se empenhou com extraordinária diligência em ornamentar as igrejas e socorrer os pobres.",(† 471)
2024-01-10,"Em Limoges, cidade da Aquitânia, actualmente na França, São Valério , que abraçou a vida solitária.",(† s. VI)
